Provinsi;Kab Kota;Kecamatan;Desa;Tanggal;Waktu;Satelit;Confidence;Latitude;Longitude;TN;TX;TAVG;RR;FF_AVG;;;
Kalimantan Barat;KETAPANG;Sungai Laur;Sinar Kuri;29/07/2023;13:16 WIB;NASA-MODIS;Medium;0,00000;9104;23.7;33.6;28.3;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Sungai Laur;Sungai Daka;07/08/2023;13:01 WIB;NASA-MODIS;Medium;0,00000;98483;24.3;30.0;27.2;1.5;3.0;;;
Kalimantan Barat;KETAPANG;Sungai Laur;Tanjung Maju;24/06/2023;13:22 WIB;NASA-MODIS;Medium;0,00000;69889;24.2;32.6;28.3;0.0;2.0;;;
Kalimantan Barat;KETAPANG;Sungai Laur;Tanjung Maju;26/06/2023;13:10 WIB;NASA-MODIS;Medium;0,00000;6807;24.0;32.4;28.0;0.0;2.0;;;
Kalimantan Barat;KETAPANG;Sungai Laur;Teluk Bayur;15/08/2023;09:49 WIB;NASA-MODIS;Medium;-1,00000;16839;23.0;33.4;27.7;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Sungai Laur;Teluk Bayur;31/08/2023;13:25 WIB;NASA-MODIS;Medium;-1,00000;17521;24.1;33.6;28.5;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Sungai Laur;Teluk Mutiara;15/08/2023;13:42 WIB;NASA-MODIS;Medium;0,00000;87487;23.0;33.4;27.7;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Sungai Laur;Teluk Mutiara;19/08/2023;13:12 WIB;NASA-MODIS;Medium;0,00000;89899;24.3;34.0;28.9;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Sungai Laur;Teluk Mutiara;21/08/2023;12:59 WIB;NASA-MODIS;Medium;0,00000;85729;24.3;33.8;28.6;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Sungai Laur;Teluk Mutiara;31/07/2023;21:44 WIB;NASA-MODIS;Medium;0,00000;86442;23.6;34.2;28.6;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Sungai Laur;Teluk Mutiara;31/08/2023;13:25 WIB;NASA-MODIS;Medium;0,00000;85098;24.1;33.6;28.5;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Sungai Melayu Rayak;Jairan Jaya;03/08/2023;13:29 WIB;NASA-MODIS;Medium;-1,00000;76271;22.9;34.0;27.6;7.0;3.0;;;
Kalimantan Barat;KETAPANG;Sungai Melayu Rayak;Makmur Abadi;12/08/2023;13:14 WIB;NASA-MODIS;Medium;-1,00000;70328;22.5;32.3;26.6;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Sungai Melayu Rayak;Makmur Abadi;15/08/2023;13:42 WIB;NASA-MODIS;Medium;-1,00000;72652;23.0;33.4;27.7;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Sungai Melayu Rayak;Piansak;29/06/2023;13:35 WIB;NASA-MODIS;Medium;-1,00000;68683;24.3;34.3;28.3;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Sungai Melayu Rayak;Sungai Melayu;15/08/2023;13:42 WIB;NASA-MODIS;Medium;-1,00000;85484;23.0;33.4;27.7;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Sungai Melayu Rayak;Sungai Melayu;19/08/2023;13:12 WIB;NASA-MODIS;Medium;-1,00000;80371;24.3;34.0;28.9;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Sungai Melayu Rayak;Sungai Melayu Baru;03/08/2023;13:29 WIB;NASA-MODIS;Medium;-1,00000;75508;22.9;34.0;27.6;7.0;3.0;;;
Kalimantan Barat;KETAPANG;Tumbang Titi;Batu Beransak;17/08/2023;13:27 WIB;NASA-MODIS;Medium;-1,00000;7934;24.4;33.8;28.0;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Tumbang Titi;Batu Beransak;24/08/2023;13:25 WIB;NASA-MODIS;Medium;-1,00000;81086;24.9;34.0;28.7;4.3;3.0;;;
Kalimantan Barat;KETAPANG;Tumbang Titi;Batu Beransak;28/08/2023;12:57 WIB;NASA-MODIS;Medium;-1,00000;79504;24.2;33.8;28.3;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Tumbang Titi;Batu Tajam;12/08/2023;13:14 WIB;NASA-MODIS;Medium;-1,00000;83397;22.5;32.3;26.6;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Tumbang Titi;Batu Tajam;29/07/2023;13:16 WIB;NASA-MODIS;Medium;-1,00000;81317;23.7;33.6;28.3;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Tumbang Titi;Beringin Rayo;21/08/2023;12:59 WIB;NASA-MODIS;Medium;-1,00000;75245;24.3;33.8;28.6;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Tumbang Titi;Jelayan;24/08/2023;13:25 WIB;NASA-MODIS;Medium;-1,00000;80332;24.9;34.0;28.7;4.3;3.0;;;
Kalimantan Barat;KETAPANG;Tumbang Titi;Jelayan;31/08/2023;13:25 WIB;NASA-MODIS;Medium;-1,00000;72857;24.1;33.6;28.5;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Tumbang Titi;Jungkal;05/08/2023;13:14 WIB;NASA-MODIS;Medium;-1,00000;94658;24.9;34.2;28.4;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Tumbang Titi;Nanga Kelampai;03/08/2023;13:29 WIB;NASA-MODIS;Medium;-1,00000;92028;22.9;34.0;27.6;7.0;3.0;;;
Kalimantan Barat;KETAPANG;Tumbang Titi;Pengatapan Raya;29/07/2023;13:16 WIB;NASA-MODIS;Medium;-1,00000;81487;23.7;33.6;28.3;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Tumbang Titi;Segar Wangi;05/08/2023;13:14 WIB;NASA-MODIS;Medium;-1,00000;88328;24.9;34.2;28.4;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Tumbang Titi;Sepauhan Raya;25/07/2023;13:44 WIB;NASA-MODIS;Medium;-1,00000;96355;24.6;33.6;28.4;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Tumbang Titi;Sepuring Indah;10/08/2023;13:29 WIB;NASA-MODIS;Medium;-1,00000;78504;23.8;33.3;27.9;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Tumbang Titi;Sepuring Indah;14/08/2023;12:59 WIB;NASA-MODIS;Medium;-1,00000;77898;23.3;33.0;27.4;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Tumbang Titi;Tanjung Beulang;24/08/2023;13:25 WIB;NASA-MODIS;Medium;-1,00000;75167;24.9;34.0;28.7;4.3;3.0;;;
Kalimantan Barat;KETAPANG;Tumbang Titi;Titi Baru;29/07/2023;13:16 WIB;NASA-MODIS;Medium;-1,00000;86924;23.7;33.6;28.3;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Tumbang Titi;Tumbang Titi;27/07/2023;13:31 WIB;NASA-MODIS;Medium;-1,00000;84798;24.0;32.6;28.5;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Tumbang Titi;Tumbang Titi;31/08/2023;13:25 WIB;NASA-MODIS;Medium;-1,00000;82306;24.1;33.6;28.5;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Air Upas;Air Durian Jaya;14/08/2023;00:52 WIB;NASA-NOAA20;Medium;-2,00000;35845;23.3;33.0;27.4;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Air Upas;Air Durian Jaya;30/07/2023;13:12 WIB;NASA-NOAA20;Medium;-2,00000;38275;23.0;33.8;28.2;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Air Upas;Air Upas;11/08/2023;12:48 WIB;NASA-NOAA20;Medium;-2,00000;36556;23.3;33.2;27.7;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Air Upas;Air Upas;14/08/2023;00:52 WIB;NASA-NOAA20;Medium;-2,00000;35785;23.3;33.0;27.4;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Air Upas;Air Upas;27/06/2023;13:31 WIB;NASA-NOAA20;Medium;-2,00000;39209;23.9;32.9;27.6;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Air Upas;Air Upas;27/08/2023;12:46 WIB;NASA-NOAA20;Medium;-2,00000;30802;23.6;32.4;28.3;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Air Upas;Air Upas;29/06/2023;12:55 WIB;NASA-NOAA20;Medium;-2,00000;35035;24.3;34.3;28.3;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Air Upas;Air Upas;31/08/2023;13:12 WIB;NASA-NOAA20;Medium;-2,00000;40666;24.1;33.6;28.5;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Air Upas;Banda Sari;29/06/2023;00:13 WIB;NASA-NOAA20;Medium;-2,00000;29162;24.3;34.3;28.3;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Air Upas;Gahang;28/06/2023;00:32 WIB;NASA-NOAA20;Medium;-2,00000;29941;24.4;34.6;28.9;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Air Upas;Harapan Baru;04/07/2023;12:59 WIB;NASA-NOAA20;Medium;-2,00000;22599;24.6;33.0;28.1;8888.0;2.0;;;
Kalimantan Barat;KETAPANG;Air Upas;Harapan Baru;04/08/2023;13:18 WIB;NASA-NOAA20;Medium;-2,00000;20637;24.4;34.6;29.7;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Air Upas;Harapan Baru;06/07/2023;12:23 WIB;NASA-NOAA20;Medium;-2,00000;22306;24.6;31.1;27.5;1.8;2.0;;;
Kalimantan Barat;KETAPANG;Air Upas;Harapan Baru;13/08/2023;13:50 WIB;NASA-NOAA20;Medium;-2,00000;18617;22.6;33.2;27.2;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Air Upas;Harapan Baru;26/06/2023;01:11 WIB;NASA-NOAA20;Medium;-2,00000;22897;24.0;32.4;28.0;0.0;2.0;;;
Kalimantan Barat;KETAPANG;Air Upas;Harapan Baru;29/07/2023;13:31 WIB;NASA-NOAA20;Medium;-2,00000;19189;23.7;33.6;28.3;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Air Upas;Harapan Baru;30/07/2023;13:12 WIB;NASA-NOAA20;Medium;-2,00000;22481;23.0;33.8;28.2;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Air Upas;Harapan Baru;30/08/2023;13:31 WIB;NASA-NOAA20;Medium;-2,00000;22471;24.0;33.8;28.0;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Air Upas;Mekar Jaya;11/08/2023;12:48 WIB;NASA-NOAA20;Medium;-2,00000;23493;23.3;33.2;27.7;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Air Upas;Mekar Jaya;29/08/2023;01:11 WIB;NASA-NOAA20;Medium;-2,00000;26438;23.6;34.8;29.0;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Air Upas;Suka Ria;09/08/2023;13:25 WIB;NASA-NOAA20;Medium;-2,00000;24782;23.5;33.4;28.1;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Air Upas;Suka Ria;10/08/2023;13:05 WIB;NASA-NOAA20;Medium;-2,00000;21791;23.8;33.3;27.9;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Air Upas;Suka Ria;11/08/2023;12:48 WIB;NASA-NOAA20;Medium;-2,00000;21758;23.3;33.2;27.7;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Air Upas;Suka Ria;26/08/2023;13:05 WIB;NASA-NOAA20;Medium;-2,00000;21611;23.3;32.8;27.2;3.3;3.0;;;
Kalimantan Barat;KETAPANG;Benua Kayong;Kelurahan Mulia Kerta;20/08/2023;13:18 WIB;NASA-NOAA20;Medium;-1,00000;87162;24.6;33.8;28.6;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Benua Kayong;Kelurahan Mulia Kerta;31/08/2023;13:12 WIB;NASA-NOAA20;Medium;-1,00000;86977;24.1;33.6;28.5;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Benua Kayong;Negeri Baru;22/08/2023;12:40 WIB;NASA-NOAA20;Medium;-1,00000;86767;24.2;34.4;28.5;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Benua Kayong;Negeri Baru;30/08/2023;00:52 WIB;NASA-NOAA20;Medium;-1,00000;86026;24.0;33.8;28.0;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Batu Lapis;01/08/2023;12:33 WIB;NASA-NOAA20;Medium;-1,00000;27698;24.4;34.2;28.5;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Batu Lapis;03/08/2023;13:37 WIB;NASA-NOAA20;Medium;-1,00000;28685;22.9;34.0;27.6;7.0;3.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Batu Lapis;04/08/2023;13:20 WIB;NASA-NOAA20;Medium;-1,00000;33816;24.4;34.6;29.7;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Batu Lapis;05/08/2023;12:59 WIB;NASA-NOAA20;Medium;-1,00000;26485;24.9;34.2;28.4;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Batu Lapis;12/08/2023;12:27 WIB;NASA-NOAA20;Medium;-1,00000;27137;22.5;32.3;26.6;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Batu Lapis;13/08/2023;12:10 WIB;NASA-NOAA20;Medium;-1,00000;26201;22.6;33.2;27.2;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Batu Lapis;15/08/2023;13:12 WIB;NASA-NOAA20;Medium;-1,00000;29026;23.0;33.4;27.7;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Batu Lapis;16/08/2023;12:55 WIB;NASA-NOAA20;Medium;-1,00000;3003;23.9;33.4;27.9;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Batu Lapis;18/08/2023;13:57 WIB;NASA-NOAA20;Medium;-1,00000;28483;24.0;34.2;28.1;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Batu Lapis;31/08/2023;13:12 WIB;NASA-NOAA20;Medium;-1,00000;3339;24.1;33.6;28.5;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Beginci Darat;06/08/2023;12:42 WIB;NASA-NOAA20;Medium;-1,00000;22934;25.1;34.0;28.1;4.9;3.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Beginci Darat;13/08/2023;12:10 WIB;NASA-NOAA20;Medium;-1,00000;23835;22.6;33.2;27.2;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Beginci Darat;14/08/2023;13:31 WIB;NASA-NOAA20;Medium;-1,00000;23941;23.3;33.0;27.4;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Beginci Darat;15/08/2023;13:12 WIB;NASA-NOAA20;Medium;-1,00000;34692;23.0;33.4;27.7;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Beginci Darat;17/08/2023;12:33 WIB;NASA-NOAA20;Medium;-1,00000;23307;24.4;33.8;28.0;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Beginci Darat;20/08/2023;13:18 WIB;NASA-NOAA20;Medium;-1,00000;21744;24.6;33.8;28.6;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Benua Krio;10/08/2023;13:05 WIB;NASA-NOAA20;Medium;-1,00000;9738;23.8;33.3;27.9;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Benua Krio;15/08/2023;13:12 WIB;NASA-NOAA20;Medium;-1,00000;6555;23.0;33.4;27.7;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Benua Krio;18/08/2023;12:16 WIB;NASA-NOAA20;Medium;-1,00000;9835;24.0;34.2;28.1;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Benua Krio;19/08/2023;13:37 WIB;NASA-NOAA20;Medium;-1,00000;7167;24.3;34.0;28.9;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Benua Krio;20/08/2023;13:20 WIB;NASA-NOAA20;Medium;-1,00000;6073;24.6;33.8;28.6;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Cinta Manis;05/08/2023;00:20 WIB;NASA-NOAA20;Medium;-1,00000;16979;24.9;34.2;28.4;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Cinta Manis;09/08/2023;13:25 WIB;NASA-NOAA20;Medium;-1,00000;13136;23.5;33.4;28.1;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Cinta Manis;10/08/2023;13:05 WIB;NASA-NOAA20;Medium;-1,00000;12906;23.8;33.3;27.9;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Cinta Manis;13/08/2023;12:10 WIB;NASA-NOAA20;Medium;-1,00000;1519;22.6;33.2;27.2;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Cinta Manis;15/08/2023;13:12 WIB;NASA-NOAA20;Medium;-1,00000;17527;23.0;33.4;27.7;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Cinta Manis;16/08/2023;12:55 WIB;NASA-NOAA20;Medium;-1,00000;18038;23.9;33.4;27.9;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Cinta Manis;17/08/2023;12:33 WIB;NASA-NOAA20;Medium;-1,00000;15835;24.4;33.8;28.0;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Cinta Manis;20/08/2023;13:20 WIB;NASA-NOAA20;Medium;-1,00000;15889;24.6;33.8;28.6;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Cinta Manis;21/08/2023;12:59 WIB;NASA-NOAA20;Medium;-1,00000;12559;24.3;33.8;28.6;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Cinta Manis;29/07/2023;13:31 WIB;NASA-NOAA20;Medium;-1,00000;14182;23.7;33.6;28.3;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Cinta Manis;30/07/2023;13:12 WIB;NASA-NOAA20;Medium;-1,00000;13856;23.0;33.8;28.2;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Kenyabur;06/08/2023;12:42 WIB;NASA-NOAA20;Medium;0,00000;72706;25.1;34.0;28.1;4.9;3.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Kenyabur;15/08/2023;13:12 WIB;NASA-NOAA20;Medium;0,00000;78991;23.0;33.4;27.7;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Kenyabur;16/08/2023;12:53 WIB;NASA-NOAA20;Medium;0,00000;78283;23.9;33.4;27.9;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Kenyabur;18/08/2023;12:16 WIB;NASA-NOAA20;Medium;0,00000;76764;24.0;34.2;28.1;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Kenyabur;20/08/2023;13:20 WIB;NASA-NOAA20;Medium;0,00000;76191;24.6;33.8;28.6;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Kenyabur;26/07/2023;12:48 WIB;NASA-NOAA20;Medium;0,00000;77708;24.5;33.2;28.3;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Kenyabur;27/07/2023;12:27 WIB;NASA-NOAA20;Medium;0,00000;53475;24.0;32.6;28.5;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Kenyabur;29/07/2023;13:31 WIB;NASA-NOAA20;Medium;0,00000;78718;23.7;33.6;28.3;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Kenyabur;30/07/2023;13:12 WIB;NASA-NOAA20;Medium;0,00000;73099;23.0;33.8;28.2;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Kenyabur;31/07/2023;12:53 WIB;NASA-NOAA20;Medium;0,00000;70968;23.6;34.2;28.6;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Kenyabur;31/08/2023;13:12 WIB;NASA-NOAA20;Medium;0,00000;74199;24.1;33.6;28.5;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Krio Hulu;16/08/2023;12:53 WIB;NASA-NOAA20;Medium;0,00000;88056;23.9;33.4;27.9;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Krio Hulu;20/08/2023;13:20 WIB;NASA-NOAA20;Medium;0,00000;89791;24.6;33.8;28.6;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Krio Hulu;29/08/2023;12:10 WIB;NASA-NOAA20;Medium;0,00000;83934;23.6;34.8;29.0;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Krio Hulu;30/08/2023;13:31 WIB;NASA-NOAA20;Medium;0,00000;85088;24.0;33.8;28.0;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Lubuk Kakap;04/08/2023;13:20 WIB;NASA-NOAA20;Medium;-1,00000;27722;24.4;34.6;29.7;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Lubuk Kakap;11/08/2023;12:48 WIB;NASA-NOAA20;Medium;-1,00000;30121;23.3;33.2;27.7;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Lubuk Kakap;13/08/2023;12:10 WIB;NASA-NOAA20;Medium;-1,00000;31348;22.6;33.2;27.2;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Lubuk Kakap;15/08/2023;13:12 WIB;NASA-NOAA20;Medium;-1,00000;31574;23.0;33.4;27.7;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Lubuk Kakap;17/08/2023;12:33 WIB;NASA-NOAA20;Medium;-1,00000;26865;24.4;33.8;28.0;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Lubuk Kakap;19/08/2023;13:37 WIB;NASA-NOAA20;Medium;-1,00000;18137;24.3;34.0;28.9;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Menyumbung;10/08/2023;13:05 WIB;NASA-NOAA20;Medium;-1,00000;3429;23.8;33.3;27.9;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Menyumbung;13/08/2023;13:50 WIB;NASA-NOAA20;Medium;-1,00000;3442;22.6;33.2;27.2;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Menyumbung;18/08/2023;12:16 WIB;NASA-NOAA20;Medium;-1,00000;3645;24.0;34.2;28.1;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Menyumbung;20/08/2023;13:20 WIB;NASA-NOAA20;Medium;-1,00000;3781;24.6;33.8;28.6;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Menyumbung;29/07/2023;13:31 WIB;NASA-NOAA20;Medium;-1,00000;3517;23.7;33.6;28.3;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Riam Dadap;06/08/2023;12:42 WIB;NASA-NOAA20;Medium;-1,00000;20082;25.1;34.0;28.1;4.9;3.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Riam Dadap;15/08/2023;13:12 WIB;NASA-NOAA20;Medium;-1,00000;21013;23.0;33.4;27.7;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Riam Dadap;16/08/2023;12:55 WIB;NASA-NOAA20;Medium;-1,00000;1798;23.9;33.4;27.9;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Riam Dadap;20/08/2023;13:20 WIB;NASA-NOAA20;Medium;-1,00000;19608;24.6;33.8;28.6;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Riam Dadap;22/08/2023;12:42 WIB;NASA-NOAA20;Medium;-1,00000;21025;24.2;34.4;28.5;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Riam Dadap;30/07/2023;13:12 WIB;NASA-NOAA20;Medium;-1,00000;2119;23.0;33.8;28.2;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Sekukun;01/08/2023;12:33 WIB;NASA-NOAA20;Medium;-1,00000;22859;24.4;34.2;28.5;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Sekukun;04/08/2023;13:20 WIB;NASA-NOAA20;Medium;-1,00000;22021;24.4;34.6;29.7;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Sekukun;06/08/2023;12:42 WIB;NASA-NOAA20;Medium;-1,00000;23716;25.1;34.0;28.1;4.9;3.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Sekukun;10/08/2023;13:05 WIB;NASA-NOAA20;Medium;-1,00000;22474;23.8;33.3;27.9;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Sekukun;15/08/2023;13:12 WIB;NASA-NOAA20;Medium;-1,00000;25953;23.0;33.4;27.7;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Sekukun;16/08/2023;12:55 WIB;NASA-NOAA20;Medium;-1,00000;26027;23.9;33.4;27.9;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Sekukun;20/08/2023;13:18 WIB;NASA-NOAA20;Medium;-1,00000;27366;24.6;33.8;28.6;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Sekukun;27/07/2023;12:27 WIB;NASA-NOAA20;Medium;-1,00000;2766;24.0;32.6;28.5;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Sekukun;30/07/2023;13:12 WIB;NASA-NOAA20;Medium;-1,00000;2795;23.0;33.8;28.2;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Sekukun;30/08/2023;13:31 WIB;NASA-NOAA20;Medium;-1,00000;21555;24.0;33.8;28.0;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Senduruhan;11/08/2023;12:48 WIB;NASA-NOAA20;Medium;0,00000;85263;23.3;33.2;27.7;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Senduruhan;15/08/2023;13:12 WIB;NASA-NOAA20;Medium;-1,00000;666;23.0;33.4;27.7;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Senduruhan;16/08/2023;12:53 WIB;NASA-NOAA20;Medium;0,00000;85311;23.9;33.4;27.9;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Senduruhan;18/08/2023;12:16 WIB;NASA-NOAA20;Medium;0,00000;98958;24.0;34.2;28.1;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Senduruhan;20/08/2023;13:20 WIB;NASA-NOAA20;Medium;0,00000;98466;24.6;33.8;28.6;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Senduruhan;25/07/2023;13:05 WIB;NASA-NOAA20;Medium;0,00000;98925;24.6;33.6;28.4;0.0;3.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Senduruhan;28/07/2023;13:50 WIB;NASA-NOAA20;Medium;0,00000;99733;23.3;33.4;27.8;0.0;4.0;;;
Kalimantan Barat;KETAPANG;Hulu Sungai;Senduruhan;30/08/2023;13:31 WIB;NASA-NOAA20;Medium;-1,00000;311;24.0;33.8;28.0;0.0;4.0;;;
